name,mean_score,mean_score_round,weights
001fce54-eca3-4b88-9c51-14a135f69efd.jpg,3.25,3.0,1.0
002063ab-5f07-4be5-8341-7955fd33e97b.jpg,1.5,2.0,1.0
00215552-3b40-40e1-96d5-621095420261.jpg,1.33,1.0,1.0
00217e2a-80fc-43eb-8c93-0b5fb033adfa.jpg,0.25,0.0,1.0
00220085-98b8-4b22-9cb7-1f9264d58f4c.jpg,0.75,1.0,1.0
00238352-ccc0-468b-aec3-413d81088096.jpg,1.33,1.0,1.0
00242eca-462d-4252-b849-c4d8bc5a81d6.jpg,1.0,1.0,1.0
0024c4d3-3376-4870-81e7-025858b90c7a.jpg,1.67,2.0,1.0
0024d972-1fa6-4b83-8b0b-90a72662646e.jpg,1.25,1.0,1.0
002575d3-3d10-4f6d-8be1-7d861088105c.jpg,1.0,1.0,1.0
002599f7-59f2-47f0-a525-24c891f20307.jpg,0.0,0.0,1.0
0025bea6-1c72-49a7-a6d5-bed9d502d495.jpg,1.25,1.0,1.0
00264763-8b59-4228-9eca-c2163236dda1.jpg,2.25,2.0,1.0
00270986-c61b-4f7a-acfc-20203fac143f.jpg,1.25,1.0,1.0
00271bcd-d658-4b75-bc5c-29f02c80cb34.jpg,1.33,1.0,1.0
0027343b-8485-4e46-ab02-2522040d7fb8.jpg,0.5,1.0,1.0
00280a88-e6b0-4126-a69e-9adc1452cc81.jpg,0.67,1.0,1.0
002925d5-7210-47be-aa5b-4661214882e6.jpg,0.5,1.0,1.0
00294ca2-45e2-426f-8bf1-5d40c27ba4c8.jpg,0.67,1.0,1.0
002a1e0d-0d40-48cd-94e5-17de4c8b2f1a.jpg,1.67,2.0,1.0
002a53f2-31ac-465b-b0ef-d891687d5a54.jpg,0.25,0.0,1.0
002bf7d7-cf53-42f4-81f9-def912d5647c.jpg,2.25,2.0,1.0
002c781a-ab54-44e9-847d-833bc5ff7ec5.jpg,2.0,2.0,1.0
002d5be3-f1d1-40bc-9624-3355fcd89e34.jpg,1.67,2.0,1.0
002dccdc-c584-4d88-84d3-d3256c4bc93c.jpg,0.67,1.0,1.0
002e693a-ecef-4869-a173-fee837075ff8.jpg,2.0,2.0,1.0
002e93aa-14ca-4eb6-96c5-f4339c0003cb.jpg,0.75,1.0,1.0
0031d31d-3f79-47b9-8f8d-330fd89cd541.jpg,0.33,0.0,1.0
0032991a-71b2-45f2-b0ff-4a3d5b908158.jpg,2.5,3.0,1.0
0032afe9-bdb2-4e86-8aff-ca294e655676.jpg,2.25,2.0,1.0
0033a819-4264-4b90-a05d-760f94959513.jpg,0.0,0.0,1.0
0033d005-2e72-4270-a73c-26a7342bea73.jpg,1.33,1.0,1.0
0036fa04-4eee-455c-b883-b9d3d6e2548c.jpg,2.0,2.0,1.0
00376300-7aa2-4233-89e4-fffc3d991f85.jpg,2.25,2.0,1.0
00385aac-9f4f-40fe-83cb-f6ffb6c134d5.jpg,1.0,1.0,1.0
00390ced-7ff8-412f-bbea-b8c364e22a58.jpg,0.25,0.0,1.0
00394d94-35cf-4e89-861d-8389ab2db773.jpg,0.0,0.0,1.0
003959f1-377e-43ec-bc4c-d8ac4f3c7692.jpg,2.0,2.0,1.0
0039ffbb-ab8f-40bd-8471-1fbc89ae53af.jpg,2.0,2.0,1.0
003ac842-5de8-44e7-aa79-5994f121d265.jpg,0.75,1.0,1.0
003b7538-1e3a-4e94-8ab6-f5d72308a2b5.jpg,2.0,2.0,1.0
003bc743-67e1-40fb-b504-8c662be9df8f.jpg,1.33,1.0,1.0
003bca8c-b85b-4bf2-be22-51b98a15cb19.jpg,0.0,0.0,1.0
003c23e3-9936-487e-8fea-e91dc0f734fb.jpg,1.5,2.0,1.0
003c4793-94aa-4de4-b13d-22be6a372d6f.jpg,2.25,2.0,1.0
003c69f9-628b-429c-a98f-9a56f2a7f021.jpg,0.33,0.0,1.0
003ca923-6349-4b65-842f-3b2aa125157b.jpg,1.67,2.0,1.0
003d33fe-3df6-438c-b727-16bfe5ed20b0.jpg,1.25,1.0,1.0
003f4964-c90d-42f0-86a3-1291744129ab.jpg,1.0,1.0,1.0
003f49dc-82e8-4166-9b51-f6e74f61b865.jpg,1.0,1.0,1.0
00407868-6bea-4018-99fe-c9d1d5c85b49.jpg,2.5,3.0,1.0
0040a595-d721-44dc-899a-a502e1bdf896.jpg,1.5,2.0,1.0
0040d5d0-bae5-425e-b67a-1692477d26dc.jpg,0.5,1.0,1.0
0041a08e-59c4-4718-b9be-e1cba3b16b5f.jpg,0.75,1.0,1.0
0041ffdb-137c-4970-be13-8e6db5ce4931.jpg,2.25,2.0,1.0
00426a61-1b4f-48fb-9f80-78b50e0358e7.jpg,1.33,1.0,1.0
00431266-1270-44bc-9fce-83485ad9b9f7.jpg,1.25,1.0,1.0
00436574-26f4-4720-86d4-fd43cbde0610.jpg,1.67,2.0,1.0
00444c73-d323-44d8-ba71-a899f7deef12.jpg,2.0,2.0,1.0
00452ac0-96b9-4e29-be40-285c1104f22f.jpg,3.33,3.0,1.0
0046825d-9128-4d43-838e-a530253d0300.jpg,1.0,1.0,1.0
00477f1f-301f-4b53-ba5a-34cd87ee66b9.jpg,1.25,1.0,1.0
00478c55-460f-484b-8456-b15717a35f97.jpg,0.67,1.0,1.0
0047e7f8-f3eb-45cf-b5d6-844fc35cb437.jpg,0.0,0.0,1.0
004997d2-eceb-4395-a676-1da298a11419.jpg,1.67,2.0,1.0
0049aba4-3aa6-458f-b553-c0ad2e44be85.jpg,1.0,1.0,1.0
004a4a16-666e-48e9-9888-a4e4f96a719f.jpg,0.0,0.0,1.0
004afd3b-d6f8-4a9f-956a-72c77158f653.jpg,2.25,2.0,1.0
004b0b8a-8c26-44ef-9c94-0aaf0b94b2d6.jpg,0.0,0.0,1.0
004c5b4e-428b-4295-aa16-7189be3c5b92.jpg,1.67,2.0,1.0
004cac8c-d575-4dcf-af2d-df467286f72b.jpg,2.0,2.0,1.0
004f1b0a-9021-4fcd-9b7c-c7e825cfe73b.jpg,1.67,2.0,1.0
004fd085-73c1-4f57-ac5b-de0b05354e3b.jpg,1.75,2.0,1.0
004ff60d-d4c7-43c7-a985-c3e65d0c9a97.jpg,2.33,2.0,1.0
005013f7-9af6-4b9b-b24a-7bdbc4917cf4.jpg,0.33,0.0,1.0
0050779b-f11b-4080-8a2a-6208df64b467.jpg,2.0,2.0,1.0
0050c82e-a6d2-4240-bfe6-8d43c723d968.jpg,0.5,1.0,1.0
0050df42-c365-47e3-a41e-cdae7471c27b.jpg,1.0,1.0,1.0
00510588-23ec-49ad-961c-abc5da0ee3b5.jpg,0.0,0.0,1.0
00519c39-a9d8-45d2-8ee1-9aa292be75a7.jpg,0.0,0.0,1.0
00519f78-03d2-4466-aff8-c9621b155c9c.jpg,2.75,3.0,1.0
0051ef6a-fab0-49d4-a750-d3715765b9f4.jpg,1.25,1.0,1.0
00524f05-3923-4a68-acbf-783433f2129f.jpg,1.5,2.0,1.0
0052d9b5-ace7-445f-9c8d-54d6b5222267.jpg,0.0,0.0,1.0
00535b0b-8a3c-4133-8743-3dd9d69e9bd8.jpg,1.5,2.0,1.0
005425b0-68f4-42e3-8757-4d721fa812e4.jpg,0.75,1.0,1.0
0055c712-3e2f-40fa-b39f-aa921a1e21d9.jpg,0.25,0.0,1.0
0055d13f-34b3-4d4b-8d9d-dace66439e20.jpg,0.67,1.0,1.0
00564245-b56b-4897-9293-0de0a145bf16.jpg,0.5,1.0,1.0
0056f6c4-a2a1-4644-ac1b-1165ba5cbe9e.jpg,2.5,3.0,1.0
0057b5d8-f412-45af-8527-1e2dcbaa3b87.jpg,1.5,2.0,1.0
00587ea3-0b68-4933-a30a-a2be031c4981.jpg,0.67,1.0,1.0
0058f69a-7f38-43ba-8481-d53e00bf9058.jpg,2.0,2.0,1.0
0059cf4f-fd65-4085-a43b-65dca8461e45.jpg,0.25,0.0,1.0
0059fed3-aa8b-490a-9aee-29f3d8597c17.jpg,1.0,1.0,1.0
005b2bab-03a5-4df6-8f0f-90f2b0f6491e.jpg,2.5,3.0,1.0
005be4ec-65ac-464e-8e29-42dcab72ebec.jpg,2.0,2.0,1.0
005bf853-c8b6-4945-96dd-ef89a6d664f3.jpg,0.33,0.0,1.0
005cd915-a753-4f0c-ae37-88d5b8acbf47.jpg,1.0,1.0,1.0
005cfe44-287e-491e-bf1e-7eed31014542.jpg,1.5,2.0,1.0
005d0f66-54c5-4511-a743-312a38128dd9.jpg,2.0,2.0,1.0
005d1e80-1283-46d1-ae12-a17a3de596ca.jpg,1.5,2.0,1.0
005dc780-cfe0-4872-9d23-3fc5a27ab7b7.jpg,2.0,2.0,1.0
00612cc6-fbd5-4031-aed0-5e099ed305bb.jpg,1.5,2.0,1.0
00615c63-a045-4772-a3f9-efa5b6a8f01e.jpg,1.25,1.0,1.0
006216e0-10dd-4d90-a2d5-8951f4104c1b.jpg,1.67,2.0,1.0
0062873c-eb8e-42a6-9525-9c0052ec5f9e.jpg,1.5,2.0,1.0
00631889-7516-4dd7-a257-de17d22db714.jpg,0.5,1.0,1.0
0063bb48-0b7b-4653-bb4e-ee16deece244.jpg,3.0,3.0,1.0
0063bbbb-99f8-48f1-bccc-c2f0c1e62a89.jpg,1.0,1.0,1.0
0063c106-8792-4804-bc6c-3a307ab76062.jpg,1.67,2.0,1.0
0063d48e-9b71-4e40-9563-a253c3f58e69.jpg,1.0,1.0,1.0
0063d7ff-17ed-4a45-8274-9000d263ce10.jpg,0.25,0.0,1.0
006440e4-1f3a-4e82-adb2-b851f726f121.jpg,1.0,1.0,1.0
00644564-917f-41fa-91f2-adc6207b0e90.jpg,0.67,1.0,1.0
0064fbab-1c11-4cd3-9da6-2e442af89a49.jpg,2.25,2.0,1.0
006506de-5d5d-4682-9a31-bcb31a4f663e.jpg,0.33,0.0,1.0
00666800-5ee9-4747-b55e-8a97aa339fe8.jpg,0.0,0.0,1.0
00667257-50f4-44fb-afb9-e4b9689a0980.jpg,1.75,2.0,1.0
00678c5b-7c46-481d-b2c8-46f902256c0d.jpg,1.5,2.0,1.0
0068b0dd-a1f2-44ac-b050-ae5599721286.jpg,0.33,0.0,1.0
00692245-1f4a-4c13-b5cc-331bdc5abb4e.jpg,1.25,1.0,1.0
00694f46-4ce0-4694-9508-a01404498aa7.jpg,0.5,1.0,1.0
006a2db2-5194-4aad-8fb7-332296777b42.jpg,0.67,1.0,1.0
006a7dc6-48d5-408b-90ff-fdc5e7d2c6a2.jpg,1.25,1.0,1.0
006a8838-adc9-472e-82cd-421e3da4537a.jpg,0.0,0.0,1.0
006a93e5-48d7-4657-83bb-7808a67b0661.jpg,0.25,0.0,1.0
006b4ac2-5bba-44b5-9b84-021e5869755e.jpg,0.75,1.0,1.0
006b828d-2f25-4b35-8ee0-e26674839904.jpg,0.0,0.0,1.0
006bb79f-55dc-4c3d-8d83-c17866189915.jpg,1.33,1.0,1.0
006bcfb4-89ed-4ae3-b386-615ec76d80e9.jpg,2.25,2.0,1.0
006bf471-39ba-42f0-88d1-599c95ea1ff3.jpg,1.75,2.0,1.0
006c7594-8fb2-457c-8e59-4f21e1c0799d.jpg,1.5,2.0,1.0
006d94f1-42e5-4e05-885f-5cbc720ce228.jpg,0.0,0.0,1.0
006e718b-fcb1-4838-b39c-36b53956e452.jpg,1.0,1.0,1.0
006f3122-ffcc-41f2-915e-b62bf38245b3.jpg,0.33,0.0,1.0
006fb03b-b717-4636-95ea-6f302777320d.jpg,0.33,0.0,1.0
006fe7a7-a99e-4b13-9c8c-9575145d3448.jpg,0.67,1.0,1.0
0072b3f8-135c-4709-9d42-e7fc67b8f460.jpg,0.0,0.0,1.0
0072b9f5-abec-483b-8a2b-93472de1c022.jpg,1.25,1.0,1.0
0072d678-8033-4a87-bc51-cc3411d08c24.jpg,0.75,1.0,1.0
00737df9-5f9c-45a5-b0e6-141fb599f8e0.jpg,1.33,1.0,1.0
0073d647-4adb-4a08-b96f-614e851222ba.jpg,1.25,1.0,1.0
0073e9a9-1262-42cf-a342-61b74df7644f.jpg,1.0,1.0,1.0
00746880-4f75-4686-a630-835fca71facd.jpg,1.0,1.0,1.0
0076009a-5656-4a81-a828-5d9dfe695a19.jpg,1.0,1.0,1.0
0076aa53-9763-4a31-a921-a87c2e86e80e.jpg,0.33,0.0,1.0
0076b883-70e0-4bb2-bd4f-89784101b6f5.jpg,0.25,0.0,1.0
0076c82f-5e93-4d59-be35-2f532edddf00.jpg,0.0,0.0,1.0
00776064-4faf-4532-815b-9246676efc98.jpg,1.5,2.0,1.0
0077e144-60d4-40a2-ac4b-fd9d526c13fc.jpg,0.5,1.0,1.0
00781322-5342-46de-bceb-333cd71c8384.jpg,0.5,1.0,1.0
0078c00c-623a-4cbe-8657-54f3a6e55e75.jpg,1.33,1.0,1.0
0078e4ce-341d-407c-b3f1-fa9b33126af2.jpg,0.75,1.0,1.0
0079236d-de63-4a05-8acd-96c1683a8902.jpg,2.0,2.0,1.0
0079a771-f6fa-4128-8cbd-1a44d2338d50.jpg,2.0,2.0,1.0
007aa58b-a244-4792-9572-b1c97877a2b6.jpg,0.25,0.0,1.0
007b3046-49a7-4d27-882d-5fb96d8d2f6e.jpg,1.25,1.0,1.0
007b534e-22f7-4f13-b1e3-9b997618329c.jpg,1.0,1.0,1.0
007b7ebe-8f81-4341-a74c-c03a35f3f4a8.jpg,2.33,2.0,1.0
007bda2b-9945-4ada-8158-decee0ba1d15.jpg,1.5,2.0,1.0
007f34b0-349e-4af1-abdf-0f4eda82ad84.jpg,0.0,0.0,1.0
007f4362-85f6-4b73-81d3-717cb7868aff.jpg,2.25,2.0,1.0
008222d8-45a2-404d-991c-cfff1aa0e0e5.jpg,0.33,0.0,1.0
008258c0-cb73-4ac7-946c-d16ff2f83fee.jpg,2.0,2.0,1.0
00834ff5-1dc6-415c-98a2-04907c233380.jpg,1.67,2.0,1.0
00835566-5e78-4a1d-8436-c73569ef94fe.jpg,1.0,1.0,1.0
008488e3-efc7-4ed9-8759-7718ce694c36.jpg,2.75,3.0,1.0
008519c0-1011-41a9-80e7-1384669fa5b3.jpg,1.0,1.0,1.0
00879a02-ad30-4a2b-9cbc-897dd8d52ddf.jpg,2.0,2.0,1.0
0087e989-726a-486b-a93a-5240eba3f4da.jpg,0.75,1.0,1.0
0088c581-2fb9-43aa-b3a5-1217770bef51.jpg,1.33,1.0,1.0
00896f51-ba12-4dbc-814c-b51ab20aa722.jpg,0.25,0.0,1.0
0089cad6-be8b-45b0-913b-868718f47ff6.jpg,0.0,0.0,1.0
008ad185-256f-4ae6-9c24-ffcaad1f4338.jpg,0.5,1.0,1.0
008b7aa7-5d34-44b8-9cb1-982d5220a057.jpg,0.33,0.0,1.0
008ba586-5d2e-411b-af64-a8ff258653e3.jpg,0.5,1.0,1.0
008bf2f1-26ac-4089-9cc9-6f95a98ab3d6.jpg,1.25,1.0,1.0
008c4da9-d132-4742-8fd0-5440e816a026.jpg,2.0,2.0,1.0
008c8777-9c95-4b0c-9cca-baf3f849e0bd.jpg,1.0,1.0,1.0
008dac29-e86e-4b02-8d03-3f70a90795ab.jpg,0.25,0.0,1.0
008e1303-b0e2-4bb7-9731-ed54fe17ea50.jpg,1.25,1.0,1.0
008f4b82-1ef5-42e9-967d-e39b4ee9854e.jpg,1.0,1.0,1.0
008f503d-71b3-4cdb-9518-ba214e0c5982.jpg,0.75,1.0,1.0
008f870e-ffea-4fff-9875-098243f22565.jpg,2.0,2.0,1.0
0090508a-79ee-45e2-b30a-64b5802a59c6.jpg,1.33,1.0,1.0
0090c725-112a-4084-b23a-a6259154960e.jpg,2.0,2.0,1.0
0091b3e3-cdee-4e36-b399-1c91c93e6b43.jpg,0.33,0.0,1.0
009229a5-c4c6-472d-b27f-5569531c8cfc.jpg,1.25,1.0,1.0
00926498-e6b8-496a-b219-2328b1650604.jpg,0.0,0.0,1.0
00939367-6c70-42ae-a8eb-8125d0454e10.jpg,0.33,0.0,1.0
0093f2a2-0844-4ef2-a232-e99d2de1830c.jpg,3.0,3.0,1.0
00940799-ae22-4e34-80a6-50126dbedebf.jpg,0.67,1.0,1.0
00950353-f6e3-48a9-9a3f-848fc9aefee8.jpg,1.0,1.0,1.0
00950b20-5780-4b2f-8202-f55b7e772ad8.jpg,0.5,1.0,1.0
0097fd8f-d3a8-4240-a663-7325a3fb6f02.jpg,1.67,2.0,1.0
00986685-0b98-4f68-8784-f876a3211683.jpg,2.25,2.0,1.0
0098cbb9-ca15-4eed-b49b-e39f5d184997.jpg,0.5,1.0,1.0
0099134f-31be-41f6-9da2-b52f09ed69a0.jpg,1.0,1.0,1.0
0099b05e-ec00-4afc-80ea-4651e6074d4c.jpg,2.75,3.0,1.0
0099df56-77c8-497b-94a1-67557b697d5d.jpg,0.25,0.0,1.0
009a8fb5-aded-462f-9757-5becc0d1546f.jpg,0.0,0.0,1.0
009b8872-88f7-4968-b22d-1020186e9d93.jpg,2.0,2.0,1.0
009d1d42-80f6-45ce-bde5-621cd40bdad5.jpg,1.25,1.0,1.0
009d3a1c-e365-41c1-9f22-933459323fea.jpg,0.67,1.0,1.0
009d5835-4c26-46c0-b7b4-356243b54380.jpg,0.33,0.0,1.0
009d5faf-934d-44ec-9180-9681db6f19c5.jpg,0.5,1.0,1.0
009dea24-7030-43b5-b44a-e94e48501c5d.jpg,2.0,2.0,1.0
009f52f2-b0ff-445a-a8fd-4e16a71551b3.jpg,1.25,1.0,1.0
009ff118-416a-4211-bba0-5d0fbe7e9f23.jpg,0.67,1.0,1.0
00a17132-f1d0-45ec-ad7d-0348fa4ad59c.jpg,0.67,1.0,1.0
00a199cd-cf7f-4bf5-bd2d-2478932f8ffb.jpg,2.0,2.0,1.0
00a300f2-b5b5-4810-a513-3bd254bcdecb.jpg,0.5,1.0,1.0
00a381f0-99e2-48b1-8097-8e59bde86c11.jpg,1.0,1.0,1.0
00a3ea5f-b579-45eb-8d4e-1d2401de649e.jpg,2.33,2.0,1.0
00a4d187-f12d-4689-b255-081adbdf0e84.jpg,0.25,0.0,1.0
00a50c63-43dd-4617-842d-188f3ee97efd.jpg,1.67,2.0,1.0
00a5fc63-7ebc-4475-8cfd-18728e255d20.jpg,1.75,2.0,1.0
00a66ec7-6a02-42f6-88b7-0a69898db18d.jpg,2.0,2.0,1.0
00a84dcf-c1f7-4997-bf03-e3204d6cea40.jpg,0.75,1.0,1.0
00a9ba44-8d49-4395-b80a-f616bba8c711.jpg,2.0,2.0,1.0
00aa0ecc-2b3d-431d-b2d5-fbed4a3819b0.jpg,0.0,0.0,1.0
00aa293e-ebfb-4c93-99e6-9f74d74f5eb1.jpg,2.0,2.0,1.0
00aaeac8-a9a0-41f9-97e0-d76725d87307.jpg,2.0,2.0,1.0
00ab9704-8967-47bd-baff-030c0cbc4717.jpg,2.0,2.0,1.0
00ac5ebb-286f-4cd8-bee4-8b49b9b7c184.jpg,1.33,1.0,1.0
00ad6137-ea3c-4c97-8717-9566f7daa8fb.jpg,1.33,1.0,1.0
00ae4250-bdc6-4e8d-a708-66181341e69c.jpg,0.75,1.0,1.0
00af7ca3-61ad-47ea-8bc6-5b576a828d6a.jpg,1.75,2.0,1.0
00b037c3-d83e-4ecf-ad84-245e25b3dc17.jpg,1.0,1.0,1.0
00b0459d-0278-42b9-9606-8b63734bc35b.jpg,1.33,1.0,1.0
00b07524-e360-478f-9d20-c559355f8b72.jpg,2.67,3.0,1.0
00b087d9-beb7-4d6b-972f-54db81cb6f3e.jpg,0.0,0.0,1.0
00b12ce9-3394-4781-9ab7-23c64e8bb6d5.jpg,1.5,2.0,1.0
00b18128-268f-48e9-bc0f-290a93b9672b.jpg,0.0,0.0,1.0
00b1adc5-7544-4a8a-b392-d6314ea77987.jpg,1.25,1.0,1.0
00b20c9d-6f5f-43b3-903b-94c6014a4fa7.jpg,1.0,1.0,1.0
00b23678-d497-46f7-89ba-734a2541553f.jpg,1.0,1.0,1.0
00b25061-5162-4350-a514-712b2155b0ff.jpg,2.67,3.0,1.0
00b2eb39-729a-4c1c-b03a-643aa46704d9.jpg,1.25,1.0,1.0
00b39943-9edf-4299-954b-ae3eeef26eb3.jpg,1.0,1.0,1.0
00b3eade-b42b-4ed8-961c-0604d2ef08d9.jpg,0.67,1.0,1.0
00b3f8c5-3b07-4bcb-89cc-e18c9c383a3e.jpg,1.25,1.0,1.0
00b4361c-b883-4aa4-8100-f8d16b30f8f5.jpg,1.0,1.0,1.0
00b4cab4-9e36-4288-9f33-48a3ddd6d3ec.jpg,1.0,1.0,1.0
00b54d39-582d-497f-9a33-047365e1f99d.jpg,1.5,2.0,1.0
00b55102-ba17-4487-be85-224cf659d35d.jpg,2.33,2.0,1.0
00b62a99-e25c-4280-bd15-a184110623e9.jpg,0.33,0.0,1.0
00b6313b-41a2-4e45-804d-6617e4c5f21d.jpg,2.5,3.0,1.0
00b797e3-1bf7-4025-ba1e-b5c35b6ceef6.jpg,0.5,1.0,1.0
00b94ed3-0fe5-4bab-bec7-4c0d9c3f37b6.jpg,0.25,0.0,1.0
00ba557a-35bc-4a2d-9ed2-07e6eca6a212.jpg,1.0,1.0,1.0
00bc1229-14b5-43aa-97da-84a9c215976e.jpg,0.5,1.0,1.0
00bc86cd-c3b2-493c-b82e-f4584f2a98a5.jpg,2.25,2.0,1.0
00bd4e91-b0a7-45d5-a797-6fd6fc379ff3.jpg,1.25,1.0,1.0
00bd83c3-9f87-4bfb-a133-86c9ee9cfa8d.jpg,0.75,1.0,1.0
00be7c8f-26e8-4ec7-abcb-887e7707ac96.jpg,1.33,1.0,1.0
00bf3f2c-c217-4b50-aa71-de5d345ca79c.jpg,1.5,2.0,1.0
00bfa842-ddf0-4706-bbba-69d2817dd784.jpg,1.0,1.0,1.0
00c04001-3a52-4cb0-b786-16c6660ba6a4.jpg,1.75,2.0,1.0
00c052c7-7782-4182-bfe1-03e67883e0e0.jpg,0.25,0.0,1.0
00c0730a-4976-4ffe-91c0-5b0db3c360e9.jpg,0.0,0.0,1.0
